alias,categories_0_alias,categories_0_title,categories_1_alias,categories_1_title,categories_2_alias,categories_2_title,coordinates_latitude,coordinates_longitude,display_phone,distance,id,image_url,is_closed,location_address1,location_address2,location_address3,location_city,location_country,location_display_address_0,location_display_address_1,location_display_address_2,location_state,location_zip_code,name,phone,price,rating,review_count,transactions_0,transactions_1,url
sd-boba-tea-san-diego-boba-tea-cafe-national-city-14,desserts,Desserts,coffee,Coffee & Tea,bubbletea,Bubble Tea,32.6773349,-117.0950765,(619) 477-8327,6994.036471345915,nq1CRAY02DBsstlVIqmEzg,https://s3-media3.fl.yelpcdn.com/bphoto/cLTnD19qtUaY-afmK9wW4g/o.jpg,False,1105 E Plaza Blvd,Ste A,,National City,US,1105 E Plaza Blvd,Ste A,"National City, CA 91950",CA,91950,SD Boba Tea - San Diego Boba Tea Cafe,+16194778327,$,4.5,508,,,https://www.yelp.com/biz/sd-boba-tea-san-diego-boba-tea-cafe-national-city-14?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
lollicup-chula-vista,bubbletea,Bubble Tea,coffee,Coffee & Tea,juicebars,Juice Bars & Smoothies,32.6445754785441,-116.996617227934,(619) 656-1488,3959.7835970829933,OqELGZ9aBp4g2beGW62zaw,https://s3-media2.fl.yelpcdn.com/bphoto/pjmj5hHPv_HpHkv83JjaCQ/o.jpg,False,1550 East H St # H,Ste H,,Chula Vista,US,1550 East H St # H,Ste H,"Chula Vista, CA 91913",CA,91913,Lollicup,+16196561488,$,4.5,170,,,https://www.yelp.com/biz/lollicup-chula-vista?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
halo-halo-cafe-and-ice-cream-parlor-chula-vista,icecream,Ice Cream & Frozen Yogurt,filipino,Filipino,bubbletea,Bubble Tea,32.6614953040893,-116.970271751605,(619) 946-4878,4913.9515726545105,y-yptcvk27mIsIjGWCqcAg,https://s3-media3.fl.yelpcdn.com/bphoto/_u-nwsPk2WbLcb9s3L_pyg/o.jpg,False,2326 Proctor Valley Rd,Ste 103,,Chula Vista,US,2326 Proctor Valley Rd,Ste 103,"Chula Vista, CA 91914",CA,91914,Halo Halo Cafe & Ice Cream Parlor,+16199464878,$,3.5,220,,,https://www.yelp.com/biz/halo-halo-cafe-and-ice-cream-parlor-chula-vista?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
ice-box-national-city-2,desserts,Desserts,bubbletea,Bubble Tea,diyfood,Do-It-Yourself Food,32.6762061823612,-117.091428237995,(619) 621-9802,6628.094154174998,IsM-5P8WTwh2__T9ire83w,https://s3-media3.fl.yelpcdn.com/bphoto/ufUUi_GNfyWizpM8MBvg0A/o.jpg,False,1430 E Plaza Blvd,Ste E08,,National City,US,1430 E Plaza Blvd,Ste E08,"National City, CA 91950",CA,91950,Ice Box,+16196219802,$,4.0,205,,,https://www.yelp.com/biz/ice-box-national-city-2?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
saigon-sandwiches-and-deli-san-diego,sandwiches,Sandwiches,vietnamese,Vietnamese,bubbletea,Bubble Tea,32.749176,-117.106201,(619) 284-3034,11582.599583371151,v8_9D4IN40i3iDHpCmqAlQ,https://s3-media1.fl.yelpcdn.com/bphoto/Mt5pSg6VjQvcmpyIQeYaJg/o.jpg,False,4133 University Ave,,,San Diego,US,4133 University Ave,"San Diego, CA 92105",,CA,92105,Saigon Sandwiches & Deli,+16192843034,$,4.0,236,,,https://www.yelp.com/biz/saigon-sandwiches-and-deli-san-diego?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
house-of-pho-national-city-7,vietnamese,Vietnamese,bubbletea,Bubble Tea,,,32.6817180113244,-117.073756121099,(619) 470-3988,5044.827117133532,6Bym9FbUNQ7Z2LgiQZzrlQ,https://s3-media1.fl.yelpcdn.com/bphoto/F3GEyCIEi3jXp0_pVxFPVw/o.jpg,False,3120 E Plaza Blvd,,,National City,US,3120 E Plaza Blvd,"National City, CA 91950",,CA,91950,House of Pho,+16194703988,$,4.0,74,,,https://www.yelp.com/biz/house-of-pho-national-city-7?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
lannboon-asia-cafe-san-diego,bubbletea,Bubble Tea,thai,Thai,,,32.7119731895792,-117.092733884262,(619) 527-1917,7964.340658818133,qE3--h1GnNvwyoWWaaX69A,https://s3-media2.fl.yelpcdn.com/bphoto/Xk9yPbcQJLUjC-SEFhwQnw/o.jpg,False,4710 Market St,,,San Diego,US,4710 Market St,"San Diego, CA 92102",,CA,92102,LannBoon Asia Cafe,+16195271917,$,5.0,28,,,https://www.yelp.com/biz/lannboon-asia-cafe-san-diego?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
tastea-grill-hawaiian-bbq-and-grill-chula-vista,hawaiian,Hawaiian,bubbletea,Bubble Tea,,,32.62323,-116.99755,(619) 216-0608,6020.038735195845,DLknwnUE3hGtExY-xdhTrA,https://s3-media1.fl.yelpcdn.com/bphoto/b5_R0zsJPaUwMRVweyMcbw/o.jpg,False,1392 E Palomar St,Ste 305,,Chula Vista,US,1392 E Palomar St,Ste 305,"Chula Vista, CA 91913",CA,91913,Tastea Grill Hawaiian BBQ & Grill,+16192160608,$,3.0,182,,,https://www.yelp.com/biz/tastea-grill-hawaiian-bbq-and-grill-chula-vista?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
tapioca-express-national-city,bubbletea,Bubble Tea,taiwanese,Taiwanese,,,32.67744,-117.08194,(619) 479-3648,5747.5643376888065,U9D5oCgjRLm1r4FEGDhwgA,https://s3-media4.fl.yelpcdn.com/bphoto/kiR5rHbzsmeIwSCBWOtXig/o.jpg,False,2220 E Plaza Blvd,Ste S,,National City,US,2220 E Plaza Blvd,Ste S,"National City, CA 91950",CA,91950,Tapioca Express,+16194793648,$,3.0,269,,,https://www.yelp.com/biz/tapioca-express-national-city?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
sharetea-san-diego-12,bubbletea,Bubble Tea,coffee,Coffee & Tea,juicebars,Juice Bars & Smoothies,32.7643448,-117.0613886,(619) 993-1533,10734.426789969773,6KQJy0IEQu_46M5fw8NWVg,https://s3-media2.fl.yelpcdn.com/bphoto/6PCN0PrE9c651yOaq_Oiyg/o.jpg,False,6353 El Cajon Blvd,Ste 134,,San Diego,US,6353 El Cajon Blvd,Ste 134,"San Diego, CA 92115",CA,92115,Sharetea,+16199931533,$,4.5,70,,,https://www.yelp.com/biz/sharetea-san-diego-12?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
happytime-tea-san-diego,coffee,Coffee & Tea,bubbletea,Bubble Tea,juicebars,Juice Bars & Smoothies,32.7557434945321,-117.079986222088,(619) 343-1516,10662.033878950113,6QxvtEF25fpjbmBJaK-dTA,https://s3-media2.fl.yelpcdn.com/bphoto/onaFBFKQCrDQjMJ-SZfvUQ/o.jpg,False,4336 54th St,,,San Diego,US,4336 54th St,"San Diego, CA 92115",,CA,92115,Happytime Tea,+16193431516,$,4.5,65,,,https://www.yelp.com/biz/happytime-tea-san-diego?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
tapioca-express-san-diego-3,bubbletea,Bubble Tea,coffee,Coffee & Tea,taiwanese,Taiwanese,32.584625,-117.039162,(619) 428-5508,10050.49158409417,Ef2-73_Ru3dqEorNzwzk9g,https://s3-media4.fl.yelpcdn.com/bphoto/8HRrX1kZpxUKQEmEo42R_g/o.jpg,False,4370 Palm Ave,Ste Q,,San Diego,US,4370 Palm Ave,Ste Q,"San Diego, CA 92154",CA,92154,Tapioca Express,+16194285508,$,3.5,112,,,https://www.yelp.com/biz/tapioca-express-san-diego-3?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
tea-station-san-diego-3,bubbletea,Bubble Tea,desserts,Desserts,juicebars,Juice Bars & Smoothies,32.7608256358017,-117.067477075492,(619) 582-9888,10614.461423271232,WnyBSpONYe0w1hsDUBK_Sw,https://s3-media3.fl.yelpcdn.com/bphoto/hmnAs2ET5s1_8wlq6FWlZw/o.jpg,False,6061 El Cajon Blvd,Ste D,,San Diego,US,6061 El Cajon Blvd,Ste D,"San Diego, CA 92115",CA,92115,Tea Station,+16195829888,$,3.0,244,delivery,,https://www.yelp.com/biz/tea-station-san-diego-3?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
tapioca-express-chula-vista-4,bubbletea,Bubble Tea,coffee,Coffee & Tea,taiwanese,Taiwanese,32.60512,-117.04011,(619) 422-2046,7848.583843719121,clx5ZKNbqNSGZ5B-11Ya0A,https://s3-media3.fl.yelpcdn.com/bphoto/MV5s8cJXMJbW58GBz3LZNw/o.jpg,False,285 E Orange Ave,,,Chula Vista,US,285 E Orange Ave,"Chula Vista, CA 91911",,CA,91911,Tapioca Express,+16194222046,$,3.5,31,,,https://www.yelp.com/biz/tapioca-express-chula-vista-4?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
goody-goody-ice-cream-and-candy-chula-vista,desserts,Desserts,bubbletea,Bubble Tea,icecream,Ice Cream & Frozen Yogurt,32.6304398,-117.087147,(619) 585-3046,7877.688752686652,cdsAUujoyfoLTggqHevNrg,https://s3-media3.fl.yelpcdn.com/bphoto/CTbrTbw28koBNWZ-zxoH_g/o.jpg,False,555 Broadway,Ste 2028,,Chula Vista,US,555 Broadway,Ste 2028,"Chula Vista, CA 91910",CA,91910,Goody Goody Ice Cream & Candy,+16195853046,$,3.5,8,,,https://www.yelp.com/biz/goody-goody-ice-cream-and-candy-chula-vista?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
beachin-boba-san-marcos-2,bubbletea,Bubble Tea,foodtrucks,Food Trucks,catering,Caterers,33.13157,-117.22549,(760) 496-8722,62531.77194999891,5-C507I1pIn8sskMDyAYGw,https://s3-media2.fl.yelpcdn.com/bphoto/Fu3k6yyToH3SF3E7qyamcw/o.jpg,False,,,,San Marcos,US,"San Marcos, CA 92083",,,CA,92083,Beachin' Boba,+17604968722,$,4.5,18,,,https://www.yelp.com/biz/beachin-boba-san-marcos-2?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
wahine-kai-shave-ice-kona-coffee-and-tea-station-san-diego-12,shavedice,Shaved Ice,bubbletea,Bubble Tea,coffee,Coffee & Tea,32.9359641908203,-117.10127055645,(858) 831-0903,25452.845216515663,ntYt449tV2QyrVVNOEgHug,https://s3-media4.fl.yelpcdn.com/bphoto/b2K855baBFEmEq3PdS5kyg/o.jpg,False,10545 Scripps Poway Pkwy,Ste B,,San Diego,US,10545 Scripps Poway Pkwy,Ste B,"San Diego, CA 92131",CA,92131,"Wahine Kai Shave Ice, Kona Coffee and Tea Station",+18588310903,$,4.5,420,,,https://www.yelp.com/biz/wahine-kai-shave-ice-kona-coffee-and-tea-station-san-diego-12?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
bale-french-sandwiches-san-diego-5,sandwiches,Sandwiches,bubbletea,Bubble Tea,,,32.9173849,-117.1227156,(858) 566-7711,28097.273531232364,11Vs6AA3en-UUWnU3dVE0Q,https://s3-media3.fl.yelpcdn.com/bphoto/IMoD1qxE-MYn_LcysiDDfg/o.jpg,False,9396 Mira Mesa Blvd,Ste C,,San Diego,US,9396 Mira Mesa Blvd,Ste C,"San Diego, CA 92126",CA,92126,Bale French Sandwiches,+18585667711,$,4.0,519,,,https://www.yelp.com/biz/bale-french-sandwiches-san-diego-5?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
kung-fu-tea-san-diego,coffee,Coffee & Tea,bubbletea,Bubble Tea,juicebars,Juice Bars & Smoothies,32.8300915,-117.1530821,(858) 384-6497,35365.69574347719,mD3ebYm4loK1xqbHmdy8hA,https://s3-media3.fl.yelpcdn.com/bphoto/GGZeRGpd0j5D01aEZiesQw/o.jpg,False,4869 Convoy St,,,San Diego,US,4869 Convoy St,"San Diego, CA 92111",,CA,92111,Kung Fu Tea,+18583846497,$,4.5,1019,,,https://www.yelp.com/biz/kung-fu-tea-san-diego?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
trinitea-tea-san-diego-2,coffee,Coffee & Tea,desserts,Desserts,bubbletea,Bubble Tea,32.8033981323242,-117.01065826416,(619) 337-2670,28272.561741397265,2MZhZUKvYSUEoZgPa7NDtw,https://s3-media1.fl.yelpcdn.com/bphoto/cC1YmP3JeEY5EnCLxE4Ryg/o.jpg,False,8680 Navajo Rd,Ste 109,,San Diego,US,8680 Navajo Rd,Ste 109,"San Diego, CA 92119",CA,92119,Trinitea Tea,+16193372670,$,4.0,385,pickup,,https://www.yelp.com/biz/trinitea-tea-san-diego-2?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
kung-fu-tea-santee-santee,bubbletea,Bubble Tea,coffee,Coffee & Tea,icecream,Ice Cream & Frozen Yogurt,32.838088,-116.989825,(619) 312-0880,23990.239264411248,vsWkEMrOVKowdgdf6-VhOg,https://s3-media4.fl.yelpcdn.com/bphoto/pF6iOHTmy6wizoQVfZ9z3Q/o.jpg,False,9535 Mission Gorge Rd,Ste I,,Santee,US,9535 Mission Gorge Rd,Ste I,"Santee, CA 92071",CA,92071,Kung Fu Tea - Santee,+16193120880,$,4.5,143,,,https://www.yelp.com/biz/kung-fu-tea-santee-santee?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
boba-bar-and-desserts-san-diego-2,desserts,Desserts,bubbletea,Bubble Tea,waffles,Waffles,32.8245326816212,-117.15459,(858) 226-3903,35875.8378633071,xSutIAroDpRZO3pLqUKStA,https://s3-media4.fl.yelpcdn.com/bphoto/1MZpSNnmZwweeatTyQma4w/o.jpg,False,4619 Convoy St,,,San Diego,US,4619 Convoy St,"San Diego, CA 92111",,CA,92111,Boba Bar and Desserts,+18582263903,$,4.5,741,,,https://www.yelp.com/biz/boba-bar-and-desserts-san-diego-2?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
serenitea-san-marcos,coffee,Coffee & Tea,bubbletea,Bubble Tea,,,33.13564,-117.18629,(858) 924-2910,34360.5710003576,WqwCC_aiO7VgeEgCCKPrdw,https://s3-media2.fl.yelpcdn.com/bphoto/fwEw52ldxHud5hPsyBrZMQ/o.jpg,False,940 W San Marcos Blvd,,,San Marcos,US,940 W San Marcos Blvd,"San Marcos, CA 92078",,CA,92078,Serenitea,+18589242910,$,5.0,232,delivery,pickup,https://www.yelp.com/biz/serenitea-san-marcos?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
tasty-pot-san-diego,taiwanese,Taiwanese,bubbletea,Bubble Tea,hotpot,Hot Pot,32.9170554131269,-117.123420238495,(858) 492-7939,28158.780806616513,4aTfGy4yo2kzsrdqe882Vg,https://s3-media2.fl.yelpcdn.com/bphoto/bUTpbQkNLtOZIlZ-gmrirw/o.jpg,False,9379 Mira Mesa Blvd,,,San Diego,US,9379 Mira Mesa Blvd,"San Diego, CA 92126",,CA,92126,Tasty Pot,+18584927939,$$,4.0,237,,,https://www.yelp.com/biz/tasty-pot-san-diego?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
oo-tea-san-diego,coffee,Coffee & Tea,bubbletea,Bubble Tea,taiwanese,Taiwanese,32.83338,-117.16081,(858) 505-9535,35756.77855079812,VDmNScLHOoxcXcHRKDTHTQ,https://s3-media3.fl.yelpcdn.com/bphoto/9PRuR2LVGNPHgthqMghyTQ/o.jpg,False,7330 Clairemont Mesa Blvd,Ste A106,,San Diego,US,7330 Clairemont Mesa Blvd,Ste A106,"San Diego, CA 92111",CA,92111,OO Tea,+18585059535,$,4.0,421,,,https://www.yelp.com/biz/oo-tea-san-diego?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
camellia-rd-tea-bar-san-diego,bubbletea,Bubble Tea,desserts,Desserts,coffee,Coffee & Tea,32.832212,-117.146863,(858) 384-6486,34787.62970418524,po7okH9Bmoy-qwhVjbcCQg,https://s3-media3.fl.yelpcdn.com/bphoto/SxGw4m6MMsmVMaHLJYb_CQ/o.jpg,False,8199 Clairemont Mesa Blvd,Ste H,,San Diego,US,8199 Clairemont Mesa Blvd,Ste H,"San Diego, CA 92111",CA,92111,Camellia Rd Tea Bar,+18583846486,$,4.5,230,delivery,pickup,https://www.yelp.com/biz/camellia-rd-tea-bar-san-diego?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
boba-bar-and-desserts-san-diego,coffee,Coffee & Tea,bubbletea,Bubble Tea,waffles,Waffles,32.8319174050262,-117.155500461902,(858) 277-1388,35460.52142045876,WVOzKDOZ4UKvjycdkxvrXA,https://s3-media4.fl.yelpcdn.com/bphoto/fVlkGHDUmZ08DLa9JAxidQ/o.jpg,False,7655 Clairemont Mesa Blvd,,,San Diego,US,7655 Clairemont Mesa Blvd,"San Diego, CA 92111",,CA,92111,Boba Bar and Desserts,+18582771388,$,4.0,375,,,https://www.yelp.com/biz/boba-bar-and-desserts-san-diego?adjust_creative=9tGzrAS-V4DQXnxOLwIumQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9tGzrAS-V4DQXnxOLwIumQ
